num,farmaco,forma,concen,fraccion,den_dist,registro,titular,indicacion
1372,"sevelamero, clorhidrato de",comprimido,800 mg,iv,renagel,001m2007 ssa,"sanofi-aventis de mexico,s.a. de c.v.",para el control de la hiperfosfatemia
1373,sevoflurano,solucion(para inhalacion),100 ml,iv,svofast,355m2005 ssa,"baxter, s.a. de c.v.",anestesico general.
1374,"sildenafil, citrato de",tableta(masticable),50 mg   y   100 mg,iv,viagra jet,134m2010 ssa,"pfizer, s.a. de c.v.",disfuncion erectil.
1375,"sildenafil, citrato de",tableta,20 mg,iv,revathio,297m2009 ssa,"pfizer, s.a. de c.v.",tratamiento de la hipertension arterial pulmonar.
1376,"sildenafil, citrato de",tableta,50 mg   y   100 mg,iv,viagra,213m98 ssa,"pfizer, s.a. de c.v.",disfuncion erectil.
1377,silimarina,tableta,70 mg,iv,legalon,85592 ssa,"takeda mexico, s.a. de c.v.",sindrome hepatorrenal.
1378,simeticona,tableta(masticable),0.050 g,vi,liberan,56945 ssa,"productos cientificos, s.a. de c.v.",antiflatulento.
1379,simeticona / trimebutina,suspension,2.308 g/ 0.6 g/100 ml,iv,libertrim sdp,047m2006 ssa,"productos cientificos, s.a. de c.v.","antiflatulento, regulador de la motilidad gastrointestinal."
1380,sirolimus,tableta,1 mg   y   2 mg,iv,rapamune,125m2001 ssa,"pfizer, s.a. de c.v.",coadyuvante para la profilaxis del rechazo en el trasplanterenal.
1381,sirolimus,solucion,1 mg/ml,iv,rapamune,099m2000 ssa,"pfizer, s.a. de c.v.",coadyuvante para la profilaxis del rechazo de trasplante renal
1382,sitagliptina,comprimido,25 mg; 50 mg y 100mg,iv,januvia,238m2006 ssa,merck sharp & dohme b.v.,para el tratamiento de la diabetes mellitus tipo 2.
1383,sitagliptina / metformina,comprimido,50 mg / 500 mg; 50 mg /850 mg y 50 mg /1000 mg,i v,janumet,134m2007 ssa,merck sharp & dohme b.v.,para el tratamiento de la diabetes mellitus tipo 2.
1384,sitagliptina / metformina,tableta(liberacion prolongada),50 mg / 500 mg;50 mg / 1000 mg    y100 mg / 1000 mg,iv,janumet  xr,157m2014 ssa,merck sharp & dohme b.v.,para el tratamiento de la diabetes mellitus tipo 2.
1385,"solifenacina, succinato de",tableta,5 mg   y   10 mg,iv,vesicare,628m2005 ssa,astellas pharma europe b.v.,tratamiento sintomatico del sindrome de vejiga hiperactiva.
1386,"sorafenib, tosilato de",comprimido,200 mg,iv,nexavar,082m2006 ssa,"bayer de mexico, s.a. de c.v.",tratamiento de cancer renal. tratamiento de carcinomahepatocelular.
1387,sucralfato,tableta,1062.50 mg,iv,unival,182m98 ssa,"laboratorios senosiain, s.a. de c.v.",para el tratamiento de la ulcera peptica gastrica y duodenal.
1388,sugammadex,solucion(inyectable),2    m   l   (  1  0  0   m   g  / ml)   y5 ml (100 mg / ml),iv,bridion,176m2011 ssa,merck sharp & dohme b.v.,reversion del bloqueo neuromuscular inducido por rocuronioo vecuronio.
1389,sulbutiamina,comprimido,200 mg,iv,arcalion,538m2004 ssa,"laboratorios servier, s.l.",auxiliar en el tratamiento de la astenia de diversas etiologias.
1390,sulfacetamida sodica,solucion,100 mg/ 1 ml,iv,sulfacetamidofteno,34313 ssa,"laboratorios sophia, s.a. de c.v.",antimicrobiano de uso oftalmico.
1391,"sulfadiazina de plata,(micronizada)",suspension,1 g/100 ml.,iv,argentafil,013m2008 ssa,"laboratorios grossman, s.a.",piodermitis.
1392,sulfametoxazol /trimetoprima,solucion(inyectable),800 mg/ 160 mg/3 ml,iv,trimexazol,84008 ssa,"laboratorios grossman, s.a.",antimicrobiano para infecciones ocasionadas por germenessensibles.
1393,sulfametoxazol /trimetoprima,tableta,400 mg / 80 mg,iv,bactrim,73349 ssa,"productos roche, s.a. de c.v.",antimicrobiano para infecciones ocasionadas por germenessensibles.
1394,sulfametoxazol /trimetoprima,suspension,4000 mg / 800 mg /100 ml,iv,bactrim,73362 ssa,"productos roche, s.a. de c.v.",antimicrobiano para infecciones ocasionadas por germenessensibles.
1395,sulfametoxazol/trimetoprima,tableta,800 mg/160 mg,iv,bactrim f,145m79 ssa,"productos roche, s.a. de c.v.",antimicrobiano para infecciones ocasionadas por germenessensibles.
1396,sulfasalazina,tableta(liberacion prolongada),500 mg,iv,azulfidina,49702 ssa,"pfizer, s.a. de c.v.",antirreumatico. colitis ulcerativa leve o moderada. artritisreumatoide adulto y juvenil.
1397,sulfato ferroso,tableta,200 mg,iv,valdefer,53184 ssa,"laboratorios valdecasas, s.a.",prevencion de la deficiencia de hierro y en el tratamiento dela anemia ferropenica.
1398,sulfato ferroso,solucion,125 mg/1 ml,iv,valdefer,62058 ssa,"laboratorios valdecasas, s.a.","tratamiento de anemia ferropenica, estimula la produccion dehemoglobina, mioglobina, diversas enzimas necesarias paraprocesos oxidativos celulares, anemia hipocromica,profilactico en ninos prematuros, en epoca de crecimiento,con dietas especiales y durante el embarazo."
1399,sulindaco,tableta,200 mg,iv,renidac,012m99 ssa,"tecnofarma, s.a. de c.v.","artritis reumatoide, osteoartritis, espondilitis anquilosante,bursitis, tenosinovitis, lumbago y artritis gotosa."
1400,sulodexida,capsula,25 mg,iv,vessel due f,043m99 ssa,alfasigma s.p.a.,"antitrombotico. tratar la trombosis, incluida la enfermedadtromboembolica en fase aguda o recurrente."
1401,sulodexida,solucion (inyectable),60 mg/2 ml,iv,vessel due f,428m98 ssa,alfasigma s.p.a.,"antiagregante plaquetario, antifibrinogeno (previene o retardala nefropatia secundaria a diabetes mellitus, no dependientede insulina por acumulacion de fibrinogeno)."
1402,"sumatriptan, succinato de",comprimido,50 mg,iv,imigran cincuenta,568m95 ssa,"glaxosmithkline mexico, s.a. de c.v.",antimigranoso.
1403,"sumatriptan, succinato de",comprimido,100 mg,iv,imigran,096m92 ssa,"glaxosmithkline mexico, s.a. de c.v.",antimigranoso.
1404,sunitinib,capsula,"12.5 mg, 25 mg, 50 mg",iv,sutent 28,233m2006 ssa,"pfizer, s.a. de c.v.",inhibidor especifico de la tirosin kinasa.
1405,tacrolimus (monohidratado),capsula,"0.5 mg, 1 mg y 5 mg",iv,prograf,323m98 ssa,astellas ireland co. ltd.,"profilaxis del rechazo en trasplante renal, auxiliar en eltratamiento combinado con ciclosporina y corticoesteroides."
1406,tacrolimus (monohidratado),capsula(liberacion prolongada),"0.5 mg, 1 mg y 5 mg",iv,prograf xl,055m2016 ssa,astellas ireland co. ltd.,"profilaxis del rechazo en trasplante renal, auxiliar en eltratamiento combinado con ciclosporina y corticoesteroides."
1407,tadalafil,tableta,5 mg y 20 mg,iv,cialis,181m2002 ssa,eli lilly and company,"disfuncion erectil, tratamiento de los sintomas urinarios bajosasociados a hipertrofia prostatica benigna en pacientes con osin disfuncion erectil."
1408,tafluprost,solucion,15 mcg / ml,iv,saflutan,241m2014 ssa,bard pharmaceuticals limited,indicado para reducir la presion intraocular elevada en elglaucoma de angulo abierto o la hipertension ocular.
1409,talidomida,tableta,"25 mg, 50 mg, 100 mgy   200 mg",iv,talizer,108m88 ssa,"serral, s.a. de c.v.",lepra.
1410,"tamoxifeno, citrato de",tableta,10 mg   y   20mg,iv,nolvadex,90749 ssa,"astrazeneca, s.a. de c.v.",para el tratamiento del cancer de mama.
1411,"tamsulosina, clorhidrato de",tableta(liberacion prolongada),0.4 mg,iv,secotex ocas,170m2007 ssa,"boehringer ingelheim promeco, s.a. dec.v.",hiperplasia prostatica benigna.
1412,tanato de gelatina,polvo,250 mg,vi,tego,044m2010 ssa,"armstrong laboratorios de mexico,s.a. de c.v.","astringente, andiarreico."
1413,"tapentadol, clorhidrato de",tableta,"50 mg, 75 mg   y   100mg",i,palexia,106m2010 ssa,grunenthal gmbh,analgesico narcotico.
1414,"tapentadol, clorhidrato de",tableta(liberacion prolongada),"25 mg, 50 mg, 100 mg,150 mg, 200 mg            y250 mg",i,palexia retard,066m2010 ssa,grunenthal gmbh,analgesico narcotico.
1415,telmisartan,tableta,"20 mg, 40 mg y 80 mg",iv,micardis,184m99 ssa,"boehringer ingelheim promeco, s.a. dec.v.",antihipertensivo. para el tratamiento de la hipertensionarterial esencial. prevencion de morbilidad y mortalidad enpacientes de 55 anos o mayores con alto riesgo deenfermedad cardiovascular.
1416,telmisartan / amlodipino,tableta,40 mg / 5 mg;           40mg / 10 mg;80 mg / 5 mgy   80 mg / 10 mg,iv,micardis duo,134m2012 ssa,"boehringer ingelheim promeco,s.a. de c.v.",tratamiento de la hipertension arterial esencial.
1417,telmisartan/hidroclorotiazida,tableta,"40 mg/12.5 mg,80 mg/12.5 mg   y80 mg/25 mg",iv,micardis plus,559m2001 ssa,"boehringer ingelheim promeco,s.a. de c.v.",antihipertensivo.
1418,temozolamida,capsula,"5 mg, 20 mg,100 mg, 140 mg,180 mg   y   250 mg",iv,temodal,210m99 ssa,merck sharp & dohme b.v.,"glioblastoma multiforme recurrente o progresivo,glioblastoma multiforme de reciente diagnostico, melanomametastasico avanzado. astrocitoma anaplasico."
1419,"tenofovir disoproxilo,fumarato de",tableta,300 mg,iv,viread,490m2004 ssa,"especificos stendhal, s.a. de c.v.",antirretroviral contra el vih (sida) en mayores de 12 anos.tratamiento de la hepatitis b cronica con o sin co-infeccioncon el vih.
1420,teofilina anhidra,capsula(liberacion prolongada),"1  0  0    mg, 200 mg    y300 mg",iv,teolong,286m87 ssa,"abbott laboratories de mexico,s.a. de c.v.",broncodilatador.
1421,"terbinafina, clorhidrato de",crema,1 g / 100 g,vi,lamisil,030m93 ssa,novartis pharma ag,antimicotico de amplio espectro.
1422,"terbinafina, clorhidrato de",tableta,250 mg,iv,lamisil,272m91 ssa,novartis phara ag,"antimicotico, para el tratamiento de onicomicosis, tina delcuero cabelludo, infecciones fungicas de la piel, infeccionescausadas por levaduras(genero candida)."
1423,teriflunomida,tableta,14 mg,iv,aubagio,148m2013 ssa,"sanofi-aventis de mexico, s.a. de c.v.",para el tratamiento de la esclerosis multiple.
1424,testosterona,gel,25 mg / 2.5 g       y50 mg / 5 g,iv,lowtiyel,330m2006 ssa,"abbott laboratories de mexico,s.a. de c.v.",tratamiento androgenico.
1425,"testosterona,undecanoato de",solucion (inyectable),1000 mg / 4 ml,iv,nebido,107m2011 ssa,"bayer de mexico, s.a. de c.v.",tratamiento de sustitucion hormonal.
1426,"testosterona, enantato de",solucion (inyectable),250 mg/1 ml,iv,primotestondepot,47334 ssa,"bayer de mexico, s.a. de c.v.",androgeno.
1427,"tetracaina, clorhidrato de",solucion,5.0 mg/1 ml   y2.5 mg/0.5 ml,iv,ponti ofteno,40714 ssa,"laboratorios sophia, s.a. de c.v.",anestesico local oftalmico.
1428,"tetraciclina, clorhidrato de",tableta,250 mg,iv,acromicina,42408 ssa,"pfizer, s.a. de c.v.","antibiotico, para bacterias susceptibles."
1429,"tetraciclina, clorhidrato de /cloranfenicol levogiro /lidocaina, clorhidrato de / beta -hidroxipropilteofilina /guaifenesina",solucion(inyectable),75.890 mg / 50.99 mg /23.300  mg / 46.60 mg /33.30 mg,iv,senociclinbalsamico,70624 ssa,"laboratorios senosiain, s.a. de c.v.",antibiotico.
1430,"tetrizolina, clorhidrato de",solucion,0.5 mg / ml,vi,eye-mo rojo,6334nf ssa,"glaxosmithkline consumer healthcaremexico, s. de r.l. de c.v.",vasoconstrictor.
1431,tiamazol,tableta,5mg,iv,tapazol,37373 ssa,"siegfried rhein, s.a. de c.v.",para el tratamiento del hipertiroidismo.
1432,"tiamina, clorhidrato anhidro de",tableta(liberacion retardada),300 mg,iv,benerva,54650 ssa,"bayer de mexico, s.a. de c.v.",para el tratamiento de las deficiencias de tiamina.
1433,"tiamina, clorhidrato de/piridoxina, clorhidrato de/cianocobalamina /diclofenaco sodico/ lidocaina",solucion(inyectable),100 mg / 100 mg / 1 mg /7  5    m   g    /   2  0   m   g  y 100 mg/ 100 mg / 5 mg / 75 mg /20 mg,iv,dolo-neurobion,022m2012 ssa,"merck, s.a. de c.v.","antiinflamatorio no esteroideo, antineuritico."
1434,tibolona,tableta,2.5 mg,iv,livial,422m93 ssa,"schering-plough, s.a. de c.v.",terapia de reemplazo hormonal.
1435,ticagrelor,tableta,90 mg,iv,brilinta,216m2011 ssa,"astrazeneca, s.a. de c.v.",antiagregante plaquetario. para la prevencion de eventostromboticos.
1436,tigeciclina,solucion(inyectable),50 mg,iv,tygacil,492m2005 ssa,"pfizer, s.a. de c.v.",antimicrobiano para infecciones ocasionadas por germenessensibles.
1437,"timolol, maleato de",solucion,5 mg / ml,iv,timoptol,0313m79 ssa,bard pharmaceuticals limited,disminucion de la presion intraocular elevada.
1438,tinidazol,tableta,500 mg,iv,fasigyn,76708 ssa,"pfizer, s.a. de c.v.",tricomoniasis. lamblicida. antiamibiano.
1439,"tiotropio, bromuro de",capsula(para inhalacion),18 g,iv,spiriva,039m2002 ssa,"boehringer ingelheim promeco, s.a. dec.v.","broncodilatador, enfermedad pulmonar obstructiva cronica."
1440,"tizanidina, clorhidrato de",capsula(liberacion prolongada),6 mg,iv,sirdalud mr,239m90 ssa,novartis pharma ag,relajante muscular.
1441,"tizanidina, clorhidrato de",tableta,2 mg,iv,sirdalud,243m89 ssa,novartis pharma ag,relajante muscular
1442,tobramicina,solucion(para inhalacion),300 mg/5 ml,iv,tobi,161m2004 ssa,novartis pharma ag,"para el manejo de los pacientes con fibrosis quistica (f.q.)infectados con p. aeruginosa en ninos de 6 anos o mas.usado conjuntamente con la terapia habitual mejora lafuncion pulmonar, reduce la carga bacteriana y mantiene sininfeccion al paciente con fibrosis quistica."
1443,tobramicina,solucion,3 mg/ 1 ml,iv,tobrex,74m83 ssa,novartis pharma ag,antimicrobiano de uso oftalmico.
1444,tobramicina,unguento,3 mg / g,iv,tobrex,095m83 ssa,novartis pharma ag,"esta indicado para el tratamiento de infecciones externasoculares y sus anexos cuando son provocadas por bacteriassensibles a la tobramicina. en particular a aquellas bacteriasresistentes a la mayoria de los otros antibioticos,especialmente pseudomona aeruginosa. incluyendo, pero nolimitado a las circunstancias siguientes: conjuntivitisbacterian, blefaritis, blefaroconjuntivitis, queratoconjuntivitis,queratitis, dacriocistitis e intervencion profilactica pre ypostoperatoria para cirugias del segmento anterior."
1445,tofacitinib,tableta,5 mg,iv,xeljanz,105m2013 ssa,"pfizer, s.a. de c.v.","tratamiento de artritis reumatoide (ar) activa de moderadaa grave en adultos y artritis psoriasica activa en combinacioncon metotrexato, para pacientes con respuesta inadecuada ointolerancia a tratamiento previo con uno o mas farmacosantirreumaticos modificadores de la enfermedad (farme),colitis ulcerosa (cu) activa en adultos, de moderada a gravecon respuesta insuficiente,perdida de respuesta o intoleranciaal tratamiento convencional o a un medicamento biologico."
1446,"tolterodina, l-tartrato de",capsula(liberacion prolongada),4 mg,iv,detrusitol sr,194m2004 ssa,"pfizer, s.a. de c.v.",para el tratamiento de la vejiga inestable.
1447,"tolterodina, l-trartrato de",tableta,2 mg,iv,detrusitol,176m98 ssa,"pfizer, s.a. de c.v.","antiespasmodico del tracto genitourinario, detrusor vesical."
1448,topiramato,capsula,"15 mg, 25 mg   y   50 mg",iv,topamax sprinkle,406m99 ssa,"janssen-cilag, s.a. de c.v.",anticonvulsivante
1449,topiramato,tableta,"25 mg,50 mg   y   100mg",iv,topamax,437m97 ssa,"janssen-cilag, s.a. de c.v.","epilepsia, crisis parciales y tonico clonicas generalizadas,sindrome de lennox-gastaut, cefalea migranosa,coadyuvante en la terapia integral de la adiccion al alcohol."
1450,topiramato,capsula(liberacion prolongada),"2   5   m   g  ,  5  0    mg, 100 mgy     200 mg",iv,expliga xr,115m2018 ssa,"especificos stendhal, s.a. de c.v.",monoterapia en epilepsia en pacientes de 6 anos de edad ymayores como monoterapia inicial en crisis epilepticas deinicio parcial o tonico-clonicas generalizadas; tratamientoadyuvante en pacientes de 6 anos de edad y mayores paracrisis epilepticas de inicio parcial o tonico-clonicasgeneralizadas y crisis epilepticas asociada con el sindromede lennox-gastaut; profilaxis de migrana en adultos yadolescentes a partir de los 12 anos de edad.
1451,trabectedina,solucion(inyectable),1.0 mg,iv,yondelis,220m2009 ssa,"janssen-cilag, s.a. de c.v.","hipersensibilidad en pacientes adultos con sarcoma detejidos blandos en etapa clinica avanzada y en combinacioncon clorhidrato de doxorubicina liposomal pegilada (dlp) estaindicado en el tratamiento de pacientes con cancer de ovarioen recaida, sensible a platino."
1452,"tramadol, clorhidrato de",tableta(liberacion prolongada),"5  0   m   g  ,  1  0 0 mg, 150 mgy   200 mg",iv,tradol retard,035m97 ssa,grunenthal gmbh,analgesico no narcotico.
1453,"tramadol, clorhidrato de",solucion,100 mg / ml,iv,tradol,077m90 ssa,grunenthal gmbh,analgesico no narcotico.
1454,"tramadol, clorhidrato de",solucion(inyectable),50 mg / ml100 mg / 2 ml,iv,tradol,210m88 ssa,grunenthal gmbh,analgesico.
1455,"tramadol, clorhidrato de",capsula,25 mg   y   50 mg,iv,tradol,211m88 ssa,grunenthal gmbh,analgesico.
1456,"tramadol, clorhidrato de",supositorio,100 mg,iv,prontofort,377m97 ssa,"productos medix, s.a. de c.v.","analgesico, agonista, opiaceo."
1457,"tramadol, clorhidrato de",capsula(liberacion prolongada),100 mg,iv,prontofort,555m99 ssa,"productos medix, s.a. de c.v.",analgesico no narcotico.
1458,"tramadol, clorhidrato de",tableta(liberacion prolongada),150 mg   y   200 mg,iv,tramundin,312m2016 ssa,bard pharmaceuticals limited,tratamiento del dolor moderado a severo.
1459,tramadol / diclofenaco,tableta,25 mg / 25 mg    y50 mg / 50 mg,iv,tradol-duo,191m2020 ssa,"tecnandina, s.a. tensa",esta indicado para el alivio del dolor agudo de intensidadmoderado a sever.
1460,"trandolapril /verapamilo, clorhidrato de",tableta(liberacion prolongada),2 mg / 180 mg,iv,tarka,245m98 ssa,"abbott laboratories de mexico,s.a. de c.v.",antihipertensivo. antianginoso.
1461,travoprost,solucion,0.03 mg / ml y 0.04 mg /ml,iv,travatan,163m2001 ssa,novartis pharma ag,tratamiento de la presion intraocular elevada en pacientescon glaucoma de angulo abierto e hipertension ocular.
1462,"trazodona, clorhidrato de",capsula,"25 mg, 50 mg   y   100mg",iv,sideril,446m79 ssa,"laboratorios senosiain, s.a. de c.v.",antidepresivo.
1463,tretinoina,gel,0.010 g /100 g,iv,retin-a,083m93 ssa,"janssen-cilag, s.a. de c.v.",auxiliar para el tratamiento del acne.
1464,tretinoina,capsula,10 mg,iv,vesanoid,546m96 ssa,herbrand pharmachemicals gmbh,para la induccion de remision de la leucemiapromielocitica aguda.
1465,tretinoina,crema,"0.025 g, 0.050 g   y0.1 g/100 g",iv,retin-a,81842 ssa,"janssen-cilag, s.a. de c.v.",auxiliar para el tratamiento del acne vulgar.
1466,"triamcinolona,acetonido de",suspension,56.10 mg/100 ml,iv,nasacort aq,287m97 ssa,"sanofi-aventis de mexico, s.a. de c.v.",rinitis alergica estacional y perenne.
1467,triazolam,tableta,0.125 mg   y   0.25 mg,ii,halcion,89847 ssa,"pfizer, s.a. de c.v.",hipnotico.
1468,tribenosido,capsula,400 mg,iv,glyvenol,68789 ssa,novartis pharma ag,antiinflamatorio auxiliar en el tratamiento de algunasafecciones venosas.
1469,tribenosido / lidocaina,supositorio,400 mg / 40 mg,vi,procto-glyvenol,77464 ssa,"glaxosmithkline consumer healthcaremexico, s. de r.l. de c.v.",antihemorroidal.
1470,"tribenosido / lidocaina,clorhidrato de",crema,5 g / 2 g / 100 g,vi,procto-glyvenol,77465 ssa,"glaxosmithkline consumer healthcaremexico, s. de r.l. de c.v.",antihemorroidal.
1471,"trietanolamina,salicilato de",crema,10 g/100 g,vi,myoflex,56928 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",antiinflamatorio no esteroideo.
1472,"trifluoperazina,clorhidrato de",tableta,5 mg,iii,stelazine,52027 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",neuroleptico.
1473,triflusal,capsula,300 mg,iv,disgren,376m93 ssa,"grimann, s.a. de c.v.",antiagregante plaquetario.
1474,"trihexifenidilo,clorhidrato de",tableta,5 mg,iv,hipokinon,88043 ssa,"psicofarma, s.a. de c.v.",antiparkinsoniano.
1475,"trimebutina, maleato de",tableta,200 mg,iv,debridat,90513 ssa,"glaxo wellcome, s.a.","dolor abdominal, sindrome de intestino irritable y espasmointestinal."
1476,"trimebutina, maleato de",solucion(inyectable),0.050 g / 5 ml,iv,libertrim,0264m80 ssa,"productos cientificos, s.a. de c.v.",antiespasmodico.
